Event,hive_identity_id,hive_age,Longitude,Latitude,Months,Crop diversity,Distance from roads,Distance from water,DEM,Slope,NDVI,Average temperature,Maximum temperature,Minimum temperature,Precipitation,Sugar-feeding frequency,Pollen-feeding frequency,Hive grading,Oxalic-treatment frequency,Miticide-treatment frequency,Formic-treatment frequency,Movement,Relocation frequency
0,168370,0,-71.857053,48.819396,5,2,0,6719.048,153.4337,3.081928,0.431274,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168370,19,-71.857053,48.819396,6,2,0,6719.048,153.4337,3.081928,0.536226,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168370,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168370,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168370,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168370,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168722,0,-71.865338,48.82722,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168722,9,-71.865338,48.82722,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168722,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168722,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168722,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168722,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168537,0,-71.858759,48.821974,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168537,19,-71.858759,48.821974,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168537,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168537,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168537,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168537,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168745,0,-71.862584,48.82836,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168745,9,-71.862584,48.82836,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168745,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168745,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168745,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168745,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168371,0,-71.857053,48.819396,5,2,0,6719.048,153.4337,3.081928,0.431274,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168371,19,-71.857053,48.819396,6,2,0,6719.048,153.4337,3.081928,0.536226,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168371,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168371,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168371,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168371,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168369,0,-71.857053,48.819396,5,2,0,6719.048,153.4337,3.081928,0.431274,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168369,19,-71.857053,48.819396,6,2,0,6719.048,153.4337,3.081928,0.536226,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168369,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168369,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168369,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168369,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168744,0,-71.862584,48.82836,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168744,9,-71.862584,48.82836,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168744,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168744,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168744,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168744,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168538,0,-71.858759,48.821974,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
0,168538,19,-71.858759,48.821974,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,168538,29,-76.057827,45.544909,6,3,0,6719.048,92.25003,4.943526,0.586201,17.3992,34.10189,3.315878,63.68407,0,0,2,0,0,0,1,1
0,168538,42,-76.057827,45.544909,7,3,0,6719.048,92.25003,4.943526,0.0,20.99677,31.51565,9.771251,121.9974,0,0,2,0,0,0,0,0
0,168538,92,-76.057827,45.544909,8,3,0,6719.048,92.25003,4.943526,0.819994,16.50123,27.78071,3.150382,67.292,1,0,2,0,0,0,0,0
0,168538,149,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,173590,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173590,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173588,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173588,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173596,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173596,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173595,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173595,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173594,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173594,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173593,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173593,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173592,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173592,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173591,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173591,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173587,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173587,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173585,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173585,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173584,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173584,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173597,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173597,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,173598,53,-76.149413,45.551381,7,4,0,6719.048,79.57455,2.8994,0.0,20.95292,31.5964,9.545519,114.6052,0,0,3,0,0,0,0,0
0,173598,84,-76.149413,45.551381,8,4,0,6719.048,79.57455,2.8994,0.802799,16.51516,27.69444,3.579983,73.23224,1,0,3,0,0,0,0,0
0,189077,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189077,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189077,113,-74.019383,45.519458,10,3,0,0.0,130.9566,5.978563,0.829988,8.706018,26.76296,-7.29417,121.8622,0,0,2,1,0,0,1,1
0,189078,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189078,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189078,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189079,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189079,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189079,113,-74.019383,45.519458,10,3,0,0.0,130.9566,5.978563,0.829988,8.706018,26.76296,-7.29417,121.8622,0,0,2,1,0,0,1,1
0,189081,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189081,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189081,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189082,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189082,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189082,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189083,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189083,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189083,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189084,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189084,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189084,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189086,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189086,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189086,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189088,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189088,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189088,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189089,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189089,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189089,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189090,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189090,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189090,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189093,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189093,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189093,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189095,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189095,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189095,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,189096,5,-76.018266,45.528002,7,3,0,9502.169,73.91829,2.346999,0.0,20.99789,31.51306,9.777869,122.2537,0,0,3,0,0,0,0,0
0,189096,56,-76.018266,45.528002,8,3,0,9502.169,73.91829,2.346999,0.734645,16.50087,27.78381,3.138303,67.11038,1,0,2,0,0,0,0,0
0,189096,114,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,2,1,0,0,1,1
0,46114,430,-74.629509,45.67574,5,1,0,0.0,178.6523,6.327764,0.718556,10.31608,31.22537,-4.84053,53.97781,1,1,2,0,0,0,0,0
0,46114,445,-74.013715,45.546008,5,2,0,0.0,134.6945,4.666544,0.723395,7.951275,30.51091,-4.557513,65.60335,1,2,2,0,0,0,1,1
0,46114,456,-71.862584,48.82836,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,1,2
0,46114,465,-71.862584,48.82836,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,46114,497,-75.940685,45.470382,7,1,0,6719.048,83.92202,2.998477,0.0,20.96468,32.06688,9.072836,128.1876,0,0,2,0,0,0,1,1
0,46114,548,-75.940685,45.470382,8,1,0,6719.048,83.92202,2.998477,0.59961,16.54384,27.15627,4.349312,94.27724,1,0,2,0,0,0,0,0
0,46114,605,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,180563,24,-75.885595,45.469284,7,5,0,0.0,106.6026,1.802122,0.0,21.06383,32.81358,8.637907,130.23,0,0,3,0,0,0,0,0
0,180563,75,-75.885595,45.469284,8,5,0,0.0,106.6026,1.802122,0.769613,16.59783,26.18692,5.424294,127.0133,1,0,3,0,0,0,0,0
0,180563,133,-74.134115,45.544703,10,6,0,6719.048,50.59548,1.809304,0.536072,7.841074,26.29937,-7.765153,107.3419,0,0,3,1,0,0,1,1
0,21618,672,-74.629509,45.67574,5,1,0,0.0,178.6523,6.327764,0.718556,10.31608,31.22537,-4.84053,53.97781,1,1,2,0,0,0,0,0
0,21618,687,-74.013715,45.546008,5,2,0,0.0,134.6945,4.666544,0.723395,7.951275,30.51091,-4.557513,65.60335,1,2,2,0,0,0,1,1
0,21618,698,-71.862584,48.82836,5,1,0,6719.048,163.1534,1.38644,0.538164,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,1,2
0,21618,707,-71.862584,48.82836,6,1,0,6719.048,163.1534,1.38644,0.571918,15.64963,32.47639,-0.331264,91.53345,0,1,2,1,0,0,0,0
0,21618,739,-75.940685,45.470382,7,1,0,6719.048,83.92202,2.998477,0.0,20.96468,32.06688,9.072836,128.1876,0,0,2,0,0,0,1,1
0,21618,790,-75.940685,45.470382,8,1,0,6719.048,83.92202,2.998477,0.59961,16.54384,27.15627,4.349312,94.27724,1,0,2,0,0,0,0,0
0,21618,847,-74.239933,45.643293,10,5,0,0.0,69.91358,2.224578,0.70291,9.791958,27.83609,-4.089073,91.017,0,0,2,1,0,0,1,1
0,168287,0,-71.847104,48.821584,5,1,0,6719.048,153.7725,3.143006,0.444963,8.818682,32.70023,-4.63114,42.32701,0,1,2,0,0,0,0,0
